관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
명동관광정보센터,명동관광정보센터,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,20:00,9:00,20:00,6,Y,Y,Y,,02-778-0333,서울특별시 중구 을지로66,서울특별시 중구 을지로2가 181,서울특별시 중구청,https://www.facebook.com/myeongdongTouristInformationCenter/,37.565217,126.985052,2019-04-05,3010000,서울특별시 중구
남대문관광안내소,시장내 E월드 상가,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:00,19:00,10:00,19:00,3,Y,Y,Y,,02-752-1913,서울특별시 중구 남창동30-31,서울특별시 중구 남대문시장길,서울특별시 중구청,,37.56057,126.978373,2019-04-05,3010000,서울특별시 중구
남대문시장관광안내소,부르뎅아동복옆,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,17:00,9:00,17:00,1,Y,Y,N,,02-752-5728,서울특별시 중구 남창동49,서울특별시 중구 남대문시장4길 21(남창동),서울특별시 중구청,,37.559196,126.977679,2019-04-05,3010000,서울특별시 중구
동대문관광안내소,굿모닝시티앞,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:00,1:00,10:00,1:00,6,Y,Y,Y,,02-2236-9135,서울특별시 중구 장충단로 247,서울특별시 중구 을지로6가18-21,서울특별시 중구청,,37.566742,127.0073743,2019-04-05,3010000,서울특별시 중구
동대문디자인플라자,DDP종합안내실 인포데스크,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:00,19:00,10:00,19:00,3,Y,Y,Y,,02-2153-0407,서울특별시 중구 을지로 281,서울특별시 중구 을지로 7가 2-1,서울특별시 중구청,,37.567547,127.009932,2019-04-05,3010000,서울특별시 중구
광화문,동화면세점앞,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,20:00,9:00,20:00,5,Y,Y,Y,,02-735-8688,서울특별시 종로구 세종대로 149,서울특별시 중구 세종대로 211,서울특별시 중구청,,37.569712,126.976116,2019-04-05,3010000,서울특별시 중구
관광안내전시관,관광공사 지하 1층,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,20:00,9:00,20:00,9,Y,Y,Y,,02-729-9497,서울특별시 중구 청계천로 40,서울특별시 중구 청계천로 40,서울특별시 중구청,http://www.visitkorea.or.kr/intro.html,37.56856,126.981446,2019-04-05,3010000,서울특별시 중구
청계광장안내소,파이넨스센터 앞,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:00,18:00,10:00,18:00,4,Y,Y,N,,02-2290-7126,서울특별시 중구 세종대로 136,서울특별시 중구 태평로1가 2-2,서울특별시 중구청,,37.568451,126.977737,2019-04-05,3010000,서울특별시 중구
시민청,서울시청 지하,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,20:00,9:00,20:00,3,Y,Y,Y,,02-739-7755,서울특별시 중구 세종대로 110,서울특별시 중구 세종대로110,서울특별시 중구청,,37.566647,126.978371,2019-04-05,3010000,서울특별시 중구
동대문두산타워,두산타워내,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:30,12:00,10:30,12:00,5,Y,Y,Y,,02-3398-3114,서울특별시 중구 장충단로 275,서울특별시 중구 을지로6가 18-12,서울특별시 중구청,,37.568313,127.0087977,2019-04-05,3010000,서울특별시 중구
헬로에이피엠,헬로에이피엠내,서울특별시,중구,관광안내소,관광정보제공,명절연휴,13:00,19:00,13:00,19:00,1,Y,N,Y,,02-6388-1369,서울특별시 중구 장충단로 253,서울특별시 중구 을지로6가 18-35,서울특별시 중구청,,37.567601,127.008196,2019-04-05,3010000,서울특별시 중구
동탄센트럴파크 관광안내소,동탄센트럴파크 내(암벽등반장 옆),경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,N,000-0000-0000,경기도 화성시 동탄공원로2길 22,경기도 화성시 반송동 59번지,화성시청 관광진흥과,,37.206719,127.063004,2019-05-02,5530000,경기도 화성시
남양성모성지 관광안내소,남양성모성지 입구,경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,월요일,10:00,17:00,10:00,17:00,1,N,N,N,N,070-4369-5882,경기도 화성시 남양읍 남양성지로 112,경기도 화성시 남양읍 남양리 1704번지,남양성모성지,,37.199493,126.831189,2019-05-02,5530000,경기도 화성시
SRT동탄역 관광안내소,SRT동탄역 지하 4층,경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",휴대폰 충전 서비스,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,N,000-0000-0000,경기도 화성시 동탄역로 151,경기도 화성시 청계동 69-1,화성시청 관광진흥과,,37.199327,127.097018,2019-05-02,5530000,경기도 화성시
전곡항 마리나 관광안내소,전곡항 마리나 클럽하우스 1층,경기도,화성시,"화성시 주요관광지 시설, 서비스, 가격정보, 관내 주요 맛집, 로컬푸드 센터 정보, 시티투어버스 등의 정보 제공",없음,주중(주말만 운영),10:00,17:00,10:00,17:00,1,N,N,N,N,031-357-4283,경기도 화성시 서신면 전곡항로 5,경기도 화성시 서신면 전곡리 1076,화성시청 관광진흥과,,37.189503,126.686682,2019-05-02,5530000,경기도 화성시
새재관광안내소,경북 문경시 문경읍 새재로 932,경상북도,문경시,"문경새재 도립공원내 위치, 문경새재 도립공원내 안내서비스 제공","관광해설제공, 관광안내 및 관광객 휴게공간",무휴,10:00,17:00,10:00,16:00,2,N,N,N,,054-550-6414,경상북도 문경시 문경읍 새재로 932,경상북도 문경시 문경읍 상초리 288-1,문경시,https://www.gbmg.go.kr/tour/main.do,36.76160207,128.0769905,2019-05-08,5120000,경상북도 문경시
문경관광안내소,경북 문경시 문경대로 2426,경상북도,문경시,"문경도자기박물관과 문경약돌한우타운 내 위치, 문경 주요 관광 정보 제공","관광해설제공, 관광안내 및 관광객 휴게공간",무휴,10:00,17:00,10:00,16:00,2,N,N,N,,054-571-7947,경상북도 문경시 문경대로 2426,경상북도 문경시 문경읍 진안리 350-7,문경시,https://www.gbmg.go.kr/tour/main.do,36.7420469,128.0827542,2019-05-08,5120000,경상북도 문경시
장미공원 관광안내소,제1주차장 매표소,전라남도,곡성군,"섬진강기차마을 입장료,  증기기관차, 레일바이크 등 시설안내 및 주변광광지 안내","휠체어, 유모차 대여",연중무휴,9:00,18:00,10:00,17:00,1,Y,Y,Y,,061-363-8379,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,전라남도 곡성군청,http://www.gokseong.go.kr/,35.2780945,127.3074651,2019-06-27,4860000,전라남도 곡성군
기차마을 관광안내소,구곡성역 매표소,전라남도,곡성군,"섬진강기차마을 입장료,  증기기관차, 레일바이크 등 시설안내 및 주변광광지 안내","휠체어, 유모차 대여",연중무휴,9:00,18:00,10:00,17:00,1,Y,Y,Y,,061-363-8379,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,전라남도 곡성군청,http://www.gokseong.go.kr/,35.2780945,127.3074651,2019-06-27,4860000,전라남도 곡성군
버스터미널 관광안내소,버스터미널 내부,전라남도,곡성군,"관광지 안내책자 비치, 심청축제 등 행사시만 문화관광해설사 배치 안내",TV,연중무휴,9:00,22:00,9:00,22:00,1,N,N,N,,061-360-8379,전라남도 곡성군 곡성읍 군청로 6,전라남도 곡성군 곡성읍 읍내리 244-4,전라남도 곡성군청,http://www.gokseong.go.kr/,35.2789772,127.2940929,2019-06-27,4860000,전라남도 곡성군
경남종합관광정보센터,창원컨벤션센터,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,1,Y,N,N,,055-283-2500,경상남도 창원시 의창구 원이대로 362 창원컨벤션센터 1층,경상남도 창원시 의창구 대원동 123 창원컨벤션센터 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060203.html,35.2383807,128.6569279,2019-06-05,6480000,경상남도
제1종합관광안내소,고성군 옥수휴게소 인근,경상남도,고성군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,수하물보관,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,2,N,N,Y,,055-673-9503,경상남도 고성군 회화면 남해안대로 4071 옥수휴게소 옆,경상남도 고성군 회화면 삼덕리 484-3,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060201.html,35.089649,128.3776688,2019-06-05,6480000,경상남도
제2종합관광안내소,함양휴게소(하) 옆,경상남도,함양군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,"수하물보관, 휴대폰충전","신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,2,N,Y,N,,055-964-2710,경상남도 함양군 지곡면 효산길 23-31 통영대전고속도로 함양휴게소(하),경상남도 함양군 지곡면 보산리 산40-1,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060202.html,35.5505133,127.7592404,2019-06-05,6480000,경상남도
경남관광정보센터,경남도청 민원실,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,"휴대폰충전, 휠체어대여","신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,1,N,Y,N,,055-211-7760,경상남도 창원시 의창구 중앙대로 300 경남도청 민원실,경상남도 창원시 의창구 사림동 1번지 경남도청 민원실,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060204.html,35.2365924,128.6904396,2019-06-05,6480000,경상남도
김해공항국내선관광안내소,김해공항,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,2,N,N,Y,,051-973-4527,부산광역시 강서구 공항진입로 108 김해국제공항 국내선 1층,부산광역시 강서구 대저2동 2350 김해국제공항 국내선 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.1728758,128.9457991,2019-06-05,6480000,경상남도
김해공항국제선관광안내소,김해공항,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",7:40,16:40,7:40,16:40,1,N,Y,N,,051-973-4537,부산광역시 강서구 공항진입로 108 김해국제공항 국제선 1층,부산광역시 강서구 대저2동 2350 김해국제공항 국제선 1층,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.1728758,128.9457991,2019-06-05,6480000,경상남도
사천공항관광안내소,사천공항,경상남도,사천시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,1,N,N,N,,055-852-8490,경상남도 사천시 사천읍 사천대로 1971 사천공항,경상남도 사천시 사천읍 구암리 1720-1 사천공항,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060206.html,35.09224369,128.0866887,2019-06-05,6480000,경상남도
창원중앙역관광안내소,창원중앙역,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,휴대폰충전,"신정, 구정, 추석당일, 근로자의날, 부처님오신날, 성탄절",9:00,18:00,9:00,18:00,1,N,N,Y,,055-289-8815,경상남도 창원시 의창구 상남로 381 창원중앙역,경상남도 창원시 용동 산32-9,경상남도청,http://www.gntour.com/html/kr/sub06/sub06_060205.html,35.2424593,128.7011626,2019-06-05,6480000,경상남도
태백종합관광안내소,태백역옆,강원도,태백시,"태백관광안내소는 연중무휴로 운영되며, 태백을 여행하고자 하는분들께 관광명소, 교통정보, 문화정보, 관광문화축제, 여행정보 등 태백관광의 전반적인 사항을 안내해 드리고 있습니다.","관광기념품판매,시티투어예약및운행,각종 음식,숙박업소 안내",연중무휴,9:00,18:00,9:00,18:00,2,N,N,Y,없음,033-550-2828,강원도 태백시 서황지로 71,강원도 태백시 삼수동 270-20,태백시,tour.taebaek.go.kr,37.1762275,128.9846308,2019-06-19,4220000,강원도 태백시
철암관광안내소,철암역옆,강원도,태백시,"철암관광안내소는 연중무휴로 운영되며, 태백을 여행하고자 하는분들께 관광명소, 교통정보, 문화정보, 관광문화축제, 여행정보 등 태백관광의 전반적인 사항을 안내해 드리고 있습니다.","관광지, 각종 음식, 숙박업소 안내",연중무휴,9:00,18:00,9:00,18:00,2,N,N,Y,없음,033-550-2879,강원도 태백시 동태백로 389,강원도 태백시 철암동 370-1,태백시,tour.taebaek.go.kr,37.1148045,129.0368843,2019-06-19,4220000,강원도 태백시
강남관광정보센터,3호선 압구정역 6번 출구 도보 2분,서울특별시,강남구,"서울 및 강남 주요 관광명소, 교통, 음식, 숙박, 행사 관련 최신 정보를 영중일 다국어로 안내","메디컬투어센터o 의료관광 코디네이터(영,중,일,러)가 상주하여 외국인 의료관광객 이용 편리 도모o 강남구 특화 병원 및 진료프로그램 소개o 강남구 의료관광 특화상품(ReBorn) 홍보 및 현장 예약시스템 제공o 방문객이 진료를 원할 시 진료의뢰 서비스 제공o 의료뿐만 아니라 호텔, 스파, 헤어숍, 웨딩스튜디오 등 건강과 미용에 관련된 모든 서비스를 연결해주는 토탈 서비스 제공",연중무휴,10:00,19:00,10:00,19:00,0,Y,Y,N,영어+일본어,02-3445-0111,서울특별시 강남구 압구정로 161,서울특별시 강남구 압구정동 428,서울특별시 강남구청,http://tour.gangnam.go.kr,37.5268431,127.0270587,2019-09-10,3220000,서울특별시 강남구
운주사,도암면,전라남도,화순군,운주사 내 천불천탑 및 와불상 안내,,연중무휴,9:00,18:00,9:00,17:00,2,N,Y,Y,,061-374-0548,전라남도 화순군 도암면 용강리 77,전라남도 화순군 도암면 용강리 77,전라남도 화순군청,www.hwasun.go.kr,34.9207688,126.8752489,2019-10-08,4900000,전라남도 화순군
고인돌,도곡면,전라남도,화순군,세계문화유산 고인돌 안내,,연중무휴,9:00,18:00,9:00,17:00,2,N,Y,Y,,061-379-3933,전라남도 화순군 도곡면 효산리 139-2,전라남도 화순군 도곡면 효산리 139-2,전라남도 화순군청,www.hwasun.go.kr,34.98663756,126.9169359,2019-10-08,4900000,전라남도 화순군
고인돌(보호각),춘양면,전라남도,화순군,세계문화유산 고인돌 안내,,연중무휴,9:00,18:00,9:00,17:00,1,N,Y,Y,,061-379-3907,전라남도 화순군 춘양면 지동길 10,전라남도 화순군 춘양면 대신리 269-1,전라남도 화순군청,www.hwasun.go.kr,34.96675007,126.9431963,2019-10-08,4900000,전라남도 화순군
조광조,능주면,전라남도,화순군,정암조광조 선생의 일대기 등 역사문화 안내,,매주일요일,9:00,18:00,9:00,17:00,1,N,Y,Y,,061-379-3501,전라남도 화순군 능주면 남정리 174,전라남도 화순군 능주면 남정리 174,전라남도 화순군청,www.hwasun.go.kr,34.9932057,126.9514986,2019-10-08,4900000,전라남도 화순군
