"업종명","업소명","소재지(도로명)","소재지(지번)","영업장면적","소재지전화","업태명","데이터기준일자"
"일반음식점","미쓰신아강발한림점","제주특별자치도 제주시 한림읍 사가길 11-1","제주특별자치도 제주시 한림읍 한림리 1342번지 1호  ","29.78","064-796-1770","한식","2018-05-02"
"일반음식점","새로미","제주특별자치도 제주시 애월읍 하귀로 62","제주특별자치도 제주시 애월읍 하귀2리 1388번지 2호  ","34.6","064-745-8161","한식","2018-05-02"
"일반음식점","산다이식당","제주특별자치도 제주시 애월읍 항몽로 56-1","제주특별자치도 제주시 애월읍 하귀2리 1301번지 1호  ","130.5","064-713-5159","한식","2018-05-02"
"일반음식점","우도통닭","제주특별자치도 제주시 우도면 우도로 180","제주특별자치도 제주시 우도면 연평리 1404번지 1호  ","35.04","064-783-7398","한식","2018-05-02"
"일반음식점","(주)사조그랜드리조트","제주특별자치도 제주시 조천읍 일주동로 지하 1616-7","제주특별자치도 제주시 조천읍 북촌리 9번지 1호 (지하1층)","273.6","064-782-8600","한식","2018-05-02"
"일반음식점","도리골토종닭","제주특별자치도 제주시 조천읍 남조로 1772-8","제주특별자치도 제주시 조천읍 교래리 230번지  ","53.28","064-782-7802","한식","2018-05-02"
"일반음식점","교래손칼국수","제주특별자치도 제주시 조천읍 비자림로 645","제주특별자치도 제주시 조천읍 교래리 491번지  ","390.12","064-782-9870","한식","2018-05-02"
"일반음식점","월림가든","제주특별자치도 제주시 한림읍 금능남로 443","제주특별자치도 제주시 한림읍 금능리 286번지  ","144.28","064-772-4983","한식","2018-05-02"
"일반음식점","교래향","제주특별자치도 제주시 조천읍 비자림로 638","제주특별자치도 제주시 조천읍 교래리 산 56번지 1호  ","97.35","064-783-9803","한식","2018-05-02"
"일반음식점","천하일미회관","제주특별자치도 제주시 구좌읍 세화1길 13","제주특별자치도 제주시 구좌읍 세화리 3648번지 3호  ","215.28","064-784-5555","한식","2018-05-02"
"일반음식점","장수식당","제주특별자치도 제주시 애월읍 하귀로 81","제주특별자치도 제주시 애월읍 하귀2리 1436번지 15호  ","61.42","064-713-6624","한식","2018-05-02"
"일반음식점","그랑블루","제주특별자치도 제주시 태성로2길 21. 지하1층 (일도이동)","제주특별자치도 제주시 일도이동 83번지 10호  ","69.38","064-757-6838","까페","2018-05-02"
"일반음식점","현풍","제주특별자치도 제주시 중앙로11길 8 (이도일동.(포교로14))","제주특별자치도 제주시 이도일동 1349번지 22호 (포교로14)","49.87","064-752-3324","한식","2018-05-02"
"일반음식점","치킨코리아노형점","제주특별자치도 제주시 정존5길 4 (노형동)","제주특별자치도 제주시 노형동 2535번지 5호  ","25.27","064-744-8205","통닭(치킨)","2018-05-02"
"일반음식점","재벌","제주특별자치도 제주시 도령로7길 20 (연동.신광아파트106호(성신4로9))","제주특별자치도 제주시 연동 1965번지 4호 신광아파트106호(성신4로9)","50.63","064-744-0677","한식","2018-05-02"
"일반음식점","태백산맥","제주특별자치도 제주시 다랑곶7길 31 (노형동.태화주택101호(다랑굿8로47))","제주특별자치도 제주시 노형동 1048번지 20호 태화주택101호(다랑굿8로47)","67.08","064-749-0185","탕류(보신용)","2018-05-02"
"일반음식점","해마촌","제주특별자치도 제주시 도남로 61 (도남동)","제주특별자치도 제주시 도남동 84번지 12호  ","117.21","064-752-8892","한식","2018-05-02"
"일반음식점","제주배밭고을","제주특별자치도 제주시 고마로 144 (이도이동)","제주특별자치도 제주시 이도이동 409번지 1호  ","188.91","064-753-9275","식육(숯불구이)","2018-05-02"
"일반음식점","까투리시민점","제주특별자치도 제주시 중앙로 137. 1층 (이도일동)","제주특별자치도 제주시 이도일동 1708번지 6호  ","46.13","064-726-9442","호프/통닭","2018-05-02"
"일반음식점","내도바당","제주특별자치도 제주시 내도중길 9-7 (내도동)","제주특별자치도 제주시 내도동 509번지  ","15.36","064-743-8339","회집","2018-05-02"
"일반음식점","어머니밥상","제주특별자치도 제주시 동문로 81 (건입동)","제주특별자치도 제주시 건입동 1089번지 8호  ","57.57","064-752-7171","한식","2018-05-02"
"일반음식점","제주시청점한신포차","제주특별자치도 제주시 신성로13길 13 (이도이동)","제주특별자치도 제주시 이도이동 1768번지 2호  ","215.3","064-723-1779","호프/통닭","2018-05-02"
"일반음식점","바라국수","제주특별자치도 제주시 애월읍 하가로 137. 1층","제주특별자치도 제주시 애월읍 하가리 931번지 1호  ","79.87","064-746-2257","호프/통닭","2018-05-02"
"일반음식점","풀문","제주특별자치도 제주시 중앙로 52 (일도일동)","제주특별자치도 제주시 일도일동 1373번지 2호  ","80.25","064-758-0064","호프/통닭","2018-05-02"
"일반음식점","가보면호프","제주특별자치도 제주시 흥운길 1 (용담이동)","제주특별자치도 제주시 용담이동 623번지 8호  ","20.87","064-743-1464","호프/통닭","2018-05-02"
"일반음식점","동광생오리집","제주특별자치도 제주시 태성로2길 32 (일도이동)","제주특별자치도 제주시 일도이동 89번지 7호 (1층)","63.3","064-752-1129","식육(숯불구이)","2018-05-02"
"일반음식점","도마도식당","제주특별자치도 제주시 평전1길 16 (삼도일동)","제주특별자치도 제주시 삼도일동 517번지 14호  ","17.64","064-752-8292","통닭(치킨)","2018-05-02"
"일반음식점","오월수산장어집","제주특별자치도 제주시 신대로12길 35 (연동)","제주특별자치도 제주시 연동 282번지 27호  ","153.7","064-744-6003","한식","2018-05-02"
"일반음식점","남가네만복해장국","제주특별자치도 제주시 고마로 32 (일도이동)","제주특별자치도 제주시 일도이동 161번지 21호  ","24.12","064-723-2211","한식","2018-05-02"
"일반음식점","산과들비빔밥","제주특별자치도 제주시 월랑로4길 21 (노형동)","제주특별자치도 제주시 노형동 1068번지 10호  ","60.49",,"한식","2018-05-02"
"일반음식점","생생","제주특별자치도 제주시 신산로9길 51 (일도이동.(신산3로123))","제주특별자치도 제주시 일도이동 162번지 36호 (신산3로123)","39.39","064-755-2333","중국식","2018-05-02"
"일반음식점","영산횟집","제주특별자치도 제주시 연삼로 446 (이도이동)","제주특별자치도 제주시 이도이동 398번지 14호  ","36","064-757-2797","까페","2018-05-02"
"일반음식점","독도는우리땅","제주특별자치도 제주시 은남길 30 (연동)","제주특별자치도 제주시 연동 293번지 59호  ","31.2","064-744-6005","한식","2018-05-02"
"일반음식점","구삼팔국수","제주특별자치도 제주시 서사로 172 (오라일동)","제주특별자치도 제주시 오라일동 2449번지 9호  ","20.68","064-753-5945","한식","2018-05-02"
"일반음식점","터미널남원","제주특별자치도 제주시 서광로3길 6 (용담일동.(남사1로14))","제주특별자치도 제주시 용담일동 2827번지 17호 (남사1로14)","18.48",,"한식","2018-05-02"
"일반음식점","차돌마당","제주특별자치도 제주시 서사로 148 (삼도일동.(서사로210))","제주특별자치도 제주시 삼도일동 569번지 16호 (서사로210)","26.32","064-755-3835","호프/통닭","2018-05-02"
"일반음식점","맛있다고소문난집","제주특별자치도 제주시 고마로9길 4 (일도이동.(인화3로18))","제주특별자치도 제주시 일도이동 329번지 1호 (인화3로18)","44.97","064-702-1343","분식","2018-05-02"
"일반음식점","청산","제주특별자치도 제주시 연삼로 438-1 (이도이동)","제주특별자치도 제주시 이도이동 1062번지 1호  ","153.92","064-725-5292","한식","2018-05-02"
"일반음식점","엉덩물","제주특별자치도 제주시 성두길 7-7 (연동.(성두3로21))","제주특별자치도 제주시 연동 291번지 116호 (성두3로21)","68.04","064-748-8885","회집","2018-05-02"
"일반음식점","이거스치킨피자밸리신제주점","제주특별자치도 제주시 노연로 55 (노형동.(연동로136))","제주특별자치도 제주시 노형동 917번지 10호 (연동로136)","81","064-748-1588","한식","2018-05-02"
"일반음식점","장충동왕족발보쌈(구제주점)","제주특별자치도 제주시 중앙로24길 26 (삼도이동)","제주특별자치도 제주시 삼도이동 266번지 9호 중앙주택 101호","59.4","064-751-3300","한식","2018-05-02"
"일반음식점","아주","제주특별자치도 제주시 관덕로13길 4 (일도일동)","제주특별자치도 제주시 일도일동 1475번지 1호  ","163.17","064-722-5161","중국식","2018-05-02"
"일반음식점","성공","제주특별자치도 제주시 동문로4길 17-2 (일도일동)","제주특별자치도 제주시 일도일동 1102번지 43호  ","19.61","064-723-0979","한식","2018-05-02"
"일반음식점","수빈이네","제주특별자치도 제주시 테우해안로 146 (이호일동)","제주특별자치도 제주시 이호일동 1787번지  ","51.42","064-742-6936","회집","2018-05-02"
"일반음식점","빨간맛집제원점","제주특별자치도 제주시 신대로16길 51 (연동)","제주특별자치도 제주시 연동 273번지 57호  ","107","064-749-1412","호프/통닭","2018-05-02"
"일반음식점","토크쇼코스모스점","제주특별자치도 제주시 노연로 147 (연동)","제주특별자치도 제주시 연동 303번지 37호  ","31.68",,"호프/통닭","2018-05-02"
"일반음식점","한어정","제주특별자치도 제주시 만덕로6길 34 (일도일동)","제주특별자치도 제주시 일도일동 1198번지 1호  ","156.98","064-725-4333","회집","2018-05-02"
"일반음식점","신엄마","제주특별자치도 제주시 천수로 56. 108동 101호 (일도이동. 삼주상가)","제주특별자치도 제주시 일도이동 47번지 삼주상가108동101호","31.5","064-751-3818","한식","2018-05-02"
"일반음식점","꼼장어먹으러가자","제주특별자치도 제주시 광양9길 37 (이도이동.(동광양로21))","제주특별자치도 제주시 이도이동 1171번지 3호 (동광양로21)","33.48","064-721-9507","한식","2018-05-02"
"일반음식점","부길가든","제주특별자치도 제주시 신대로 123 (연동.(신대로95))","제주특별자치도 제주시 연동 303번지 32호 (신대로95)","154.48","064-748-5292","한식","2018-05-02"
"일반음식점","기봉이족발","제주특별자치도 제주시 독짓골4길 11. 101호 (도남동. 청양림맨션상가)","제주특별자치도 제주시 도남동 76번지 2호 청양림맨션상가 101호","39.6","064-725-0550","호프/통닭","2018-05-02"
"일반음식점","서부두","제주특별자치도 제주시 임항로 37-2 (건입동)","제주특별자치도 제주시 건입동 1319번지 15호  ","59.1","064-756-0506","한식","2018-05-02"
"일반음식점","바르메연동점","제주특별자치도 제주시 삼무로3길 22-1 (연동)","제주특별자치도 제주시 연동 291번지 8호  ","101.5",,"한식","2018-05-02"
"일반음식점","소금인형","제주특별자치도 제주시 전농로 109 (삼도이동)","제주특별자치도 제주시 삼도이동 303번지 8호  ","55.8",,"까페","2018-05-02"
"일반음식점","지효네","제주특별자치도 제주시 인다9길 31. 1층 (아라일동)","제주특별자치도 제주시 아라일동 6113번지 15호  ","196.93",,"한식","2018-05-02"
"일반음식점","추억공감","제주특별자치도 제주시 월랑로4길 15 (노형동. 제1호)","제주특별자치도 제주시 노형동 1067번지 11호 제1호","30.53",,"식육(숯불구이)","2018-05-02"
"일반음식점","아꼽다","제주특별자치도 제주시 고산동산5길 17 (이도이동)","제주특별자치도 제주시 이도이동 1054번지 10호  ","91.96","064-724-5551","식육(숯불구이)","2018-05-02"
"일반음식점","영운이네","제주특별자치도 제주시 남녕로 47 (노형동.(남녕로67))","제주특별자치도 제주시 노형동 1047번지 1호 (남녕로67)","25.2","064-746-4115","한식","2018-05-02"
